,Macro F-measure,CHI,FEM,KCHI,MAL,SPEECH
,%,,,,,
item,,,,,,
test/paido_g5at01f121,92.31549115336165,1.0,1.0,0.6422905660979606,1.0,0.9734839915701221
test/paido_g5at02m122,89.20519977839248,1.0,1.0,0.49029849339090875,1.0,0.9699614955287158
test/paido_g5at06f112,89.2708631566758,1.0,1.0,0.49116904962153163,1.0,0.9723741082122587
test/paido_g5at10m111,90.28099077578008,1.0,1.0,0.5481264429053463,1.0,0.9659230958836582
test/paido_g5at10m112,89.29789982210771,1.0,1.0,0.4978467237786523,1.0,0.9670482673267333
test/paido_g5at12m112,89.99254279300636,1.0,1.0,0.5374583431735297,1.0,0.9621687964767891
test/paido_g5bt23m212,88.97745880025221,1.0,1.0,0.48354615265452483,1.0,0.9653267873580856
test/paido_g5bt25m112,93.74446552622446,1.0,1.0,0.719198197941317,1.0,0.9680250783699061
test/paido_j2at02m311,90.92355549010922,1.0,1.0,0.5948661792650329,1.0,0.9513115952404279
test/paido_j2at02m312,92.53682338111231,1.0,1.0,0.6558259947390864,1.0,0.9710151743165295
test/paido_j2at04f311,93.01046363169017,1.0,1.0,0.6814515663762769,1.0,0.9690716152082324
test/paido_j2at05f121,94.23495111189621,1.0,1.0,0.7359741569323868,1.0,0.9757733986624232
test/paido_j2at05f122,91.7616375003158,1.0,1.0,0.6111873887617587,1.0,0.9768944862540311
test/paido_j2at08m221,92.77614534447926,1.0,1.0,0.6840210638910591,1.0,0.9547862033329041
test/paido_j2at08m222,98.39426594646383,1.0,1.0,0.9470921620403182,1.0,0.972621135282874
test/paido_j2at12m112,90.04674734752032,1.0,1.0,0.5306689003230838,1.0,0.9716684670529319
test/paido_j2at13f111,92.60158985738795,1.0,1.0,0.6585338975579647,1.0,0.9715455953114337
test/paido_j2bt15f312,91.48520354995475,1.0,1.0,0.6022864799446754,1.0,0.9719736975530616
test/paido_j2bt20f111,93.89875660466747,1.0,1.0,0.7255746976511237,1.0,0.9693631325822499
test/paido_j2bt20f112,92.14911263685352,1.0,1.0,0.6500143999645538,1.0,0.9574412318781226
test/paido_j2bt23f321,90.7591698718584,1.0,1.0,0.5653204683569205,1.0,0.9726380252359993
test/paido_j2bt23f322,91.12080589475659,1.0,1.0,0.5831950321481563,1.0,0.9728452625896731
test/paido_j3at01f321,92.60514613823277,1.0,1.0,0.6578792566286852,1.0,0.9723780502829531
test/paido_j3at04f312,93.49825486006257,1.0,1.0,0.7068275521416125,1.0,0.9680851908615165
test/paido_j3at06f212,90.49196720382837,1.0,1.0,0.5528455284552837,1.0,0.9717528317361342
test/paido_j3at07f221,91.20033703050261,1.0,1.0,0.5840928768934274,1.0,0.9759239746317036
test/paido_j3at11f111,98.44317524694783,1.0,1.0,0.959640295471574,1.0,0.9625184668758174
test/paido_j3bt16m212,90.63229885335254,1.0,1.0,0.5713533564676336,1.0,0.9602615861999934
test/paido_j3bt18m122,89.51821822341739,1.0,1.0,0.5070757907838841,1.0,0.9688351203869848
test/paido_j3bt25m312,93.72262459850091,1.0,1.0,0.7163605589991079,1.0,0.9697706709259377
