,Macro F-measure,CHI,FEM,KCHI,MAL,SPEECH
,%,,,,,
item,,,,,,
test/paido_j4at05f122,90.6681224305218,1.0,1.0,0.5568906374154554,1.0,0.9765154841106338
test/paido_j4at09m112,92.33025528172097,1.0,1.0,0.659835857689227,1.0,0.9566769063968208
test/paido_j4at11m312,89.3537277648131,1.0,1.0,0.49651937793137535,1.0,0.97116701030928
test/paido_j4at12m321,90.77261293794784,1.0,1.0,0.5684703383694554,1.0,0.9701603085279363
test/paido_j4at13m312,55.251097089022906,1.0,0.0,0.7992213114754068,0.0,0.9633335429757385
test/paido_j4bt27f211,90.28452330865552,1.0,1.0,0.541476084308273,1.0,0.9727500811245036
test/paido_j4bt28f111,93.02685188886392,1.0,1.0,0.6843329268752595,1.0,0.967009667567936
test/paido_j5at03f312,92.94032013997965,1.0,1.0,0.6766981332954776,1.0,0.970317873703505
test/paido_j5at08m221,91.6386427166279,1.0,1.0,0.6095194819947723,1.0,0.9724126538366231
test/paido_j5at15f222,93.22731264984915,1.0,1.0,0.6925383834159747,1.0,0.9688272490764828
test/paido_j5bt19m321,73.66782574097999,1.0,0.0,0.7222106417495188,1.0,0.9611806452994813
test/namibia_eoxk_20170314_12780,28.553109176627743,0.0,0.0,0.7246345690752639,0.0,0.7030208897561233
test/namibia_eoxk_20170314_16380,59.27225193422946,0.5202524141118776,1.0,0.6316964599818949,0.0,0.8116637226177005
test/namibia_eoxk_20170314_1980,44.39698127676504,0.19020099704696297,0.7589169975297367,0.4736599499539055,0.0,0.797071119307647
test/namibia_eoxk_20170314_19980,51.11647080156692,0.0,0.0,0.8243875664432635,1.0,0.7314359736350823
test/namibia_eoxk_20170314_23580,89.89679470620479,1.0,0.8002206568785539,0.7974484867997422,1.0,0.8971705916319429
test/namibia_eoxk_20170314_30780,60.99319778013278,0.32518381687130854,0.7426035154640391,0.20895036615134135,0.8972669546350318,0.875655235884918
test/namibia_eoxk_20170314_34380,36.646523222902,0.16861345380915613,0.19683608512915568,0.6913958328642059,0.0,0.7754807893425821
test/namibia_eoxk_20170314_37980,70.28970111130785,0.6888564101149932,1.0,0.9386760216866362,0.0,0.8869526237637628
test/namibia_eoxk_20170314_52380,87.11686425265832,1.0,1.0,0.8563461365476298,0.6566288914449492,0.8428681846403367
test/namibia_eoxk_20170314_5580,80.0,0.0,1.0,1.0,1.0,1.0
test/namibia_eoxk_20170314_9180,74.52297694013487,0.5076355292920769,0.7527397520003033,0.6248064334482999,1.0,0.8409671322660631
test/namibia_eoxk_20170315_12780,40.823745899431906,0.39807066941624375,0.3120892407902185,0.631522519030457,0.0,0.6995048657346764
test/namibia_eoxk_20170315_16380,43.33639466283953,0.38814949345895144,0.41071630964524536,0.0,0.7100247171296075,0.6579292129081723
test/namibia_eoxk_20170315_1980,48.44908295269056,0.0,0.5933118176199961,0.8116373806773275,0.3745808199971751,0.642924129340029
test/namibia_eoxk_20170315_19980,39.959827514912725,0.0618952285618956,0.0,0.7696418752978265,0.47996850944716546,0.6864857624387488
test/namibia_eoxk_20170315_23580,65.36609102622222,0.0,0.9000944691014734,0.5804683038263854,1.0,0.7877417783832523
test/namibia_eoxk_20170315_27180,51.86842650665455,0.5017159869928186,0.0,0.35490418844202015,1.0,0.7368011498978889
test/namibia_eoxk_20170315_30780,23.474230896227567,0.0,0.0,0.5346506789422371,0.0,0.6390608658691413
test/namibia_eoxk_20170315_34380,63.88848323305276,0.0,1.0,0.41220457585840087,1.0,0.782219585794237
test/namibia_eoxk_20170315_37980,74.93793816160496,0.3760358887096418,1.0,0.7037820333637469,0.7896441590393545,0.8774348269675049
test/namibia_eoxk_20170315_41580,62.596552877409295,0.0,0.7822593993099322,0.7921996364237318,0.67069395606047,0.8846746520763308
test/namibia_eoxk_20170315_45180,67.7036201206005,0.0,1.0,0.7387748580061296,0.7959861775651247,0.8504199704587712
test/namibia_eoxk_20170315_5580,53.21246792435337,0.0,0.0,0.8309377953749493,1.0,0.8296856008427193
test/namibia_eoxk_20170315_55980,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_eoxk_20170315_9180,63.393475060354966,0.6722500414848658,0.893571852268116,0.4080662592901807,0.37763110796818644,0.8181544920063991
test/namibia_uebn_20160710_12780,72.90346471428283,0.0,1.0,0.8350006477336511,1.0,0.8101725879804906
test/namibia_uebn_20160710_16380,52.330596330949795,0.6151342554922702,0.5871006956169381,0.6066688648915997,0.0,0.8076260005466819
test/namibia_uebn_20160710_1980,58.00808078408964,0.23949320148331285,0.041524871924025944,0.7399427490086334,1.0,0.8794432167885101
test/namibia_uebn_20160710_19980,63.19550022357676,0.0,1.0,0.5798875055894189,1.0,0.579887505589419
test/namibia_uebn_20160710_23580,63.05395689138251,0.4932496177494387,0.0,0.8312408776102391,1.0,0.828207349209448
test/namibia_uebn_20160710_27180,69.52053494061519,0.0,1.0,0.6107362974611301,1.0,0.8652904495696297
test/namibia_uebn_20160710_30780,48.016890673030304,0.0,0.0,0.885563071954597,0.7909975418402367,0.7242839198566811
test/namibia_uebn_20160710_34380,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20160710_37980,0.0,0.0,0.0,0.0,0.0,0.0
test/namibia_uebn_20160710_41580,40.0,0.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20160710_48780,80.0,1.0,1.0,1.0,1.0,0.0
test/namibia_uebn_20160710_52380,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20160710_5580,33.383302796307,0.0,0.0,0.5197643699850671,0.4082950052448957,0.7411057645853871
test/namibia_uebn_20160710_9180,71.14557920908429,0.32263766722289877,0.8798165041527456,0.5987239658268925,1.0,0.7561008232516776
test/namibia_uebn_20160711_12780,38.483460226349564,0.0,0.0,0.4068582863380021,1.0,0.5173147249794762
test/namibia_uebn_20160711_16380,61.51245784170405,0.5541581881891438,0.0,0.6662714149572023,1.0,0.8551932889388566
test/namibia_uebn_20160711_1980,42.338605135612795,0.5018055327584244,0.0,0.0,1.0,0.6151247240222153
test/namibia_uebn_20160711_19980,69.89606506857142,0.0,1.0,0.5940267863537623,1.0,0.9007764670748086
test/namibia_uebn_20160711_23580,51.12071188646491,0.03619952269558808,0.4071533987325283,0.573649230497472,1.0,0.5390334423976572
test/namibia_uebn_20160711_27180,20.0,0.0,0.0,1.0,0.0,0.0
test/namibia_uebn_20160711_30780,57.62587953504001,0.0,0.8285013825935741,1.0,0.18688746599508188,0.8659051281633451
test/namibia_uebn_20160711_34380,54.83724357092945,0.0,0.6358276398356554,1.0,0.29732986617618984,0.8087046725346272
test/namibia_uebn_20160711_37980,32.65227535033147,0.2733340628077468,0.44074925385574726,0.0,0.26544559868780754,0.6530848521652718
test/namibia_uebn_20160711_41580,32.17496942902641,0.0,0.4553614997900564,0.0,0.49525248212036455,0.6581344895408996
test/namibia_uebn_20160711_45180,40.0,1.0,0.0,1.0,0.0,0.0
test/namibia_uebn_20160711_5580,61.32965189185421,0.0,0.5085465160943374,0.8833497805151936,1.0,0.6745862979831793
test/namibia_uebn_20160711_9180,20.0,0.0,0.0,1.0,0.0,0.0
test/namibia_uebn_20160712_12780,79.28709861419713,0.4620341434728824,1.0,0.6562048362718813,1.0,0.8461159509650928
test/namibia_uebn_20160712_1980,50.03838497032555,0.0,0.0,0.7506224693538252,1.0,0.7512967791624525
test/namibia_uebn_20160712_5580,71.99009098157782,0.39458126595491955,1.0,0.5065430484411712,1.0,0.6983802346828005
test/namibia_uebn_20160712_9180,48.91722750199165,0.17863958140966638,0.4826924207103251,0.6899342372750089,0.4168331615806854,0.6777619741238965
test/namibia_uebn_20160713_12780,39.698278029237585,0.0,0.6584030876619905,0.0,0.5453881849940037,0.7811226288058852
test/namibia_uebn_20160713_16380,40.0,0.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20160713_1980,79.38866255534485,0.40551023381163975,1.0,0.7490582232606929,1.0,0.8148646706949098
test/namibia_uebn_20160713_19980,31.741589597302454,0.0,0.7901007007034135,0.0,0.0,0.7969787791617091
test/namibia_uebn_20160713_23580,58.812319696006085,0.5515817656061398,0.0,0.5784354346807229,1.0,0.8105987845134421
test/namibia_uebn_20160713_27180,60.40619613026031,0.5156197788999203,0.7383180892502546,0.0,1.0,0.7663719383628409
test/namibia_uebn_20160713_30780,38.46662854638082,0.376462390750809,0.0,0.8188124306326302,0.0,0.7280566059356018
test/namibia_uebn_20160713_34380,27.06941613331469,0.0,0.2569261213720318,0.6463967945318486,0.0,0.45014789076185385
test/namibia_uebn_20160713_37980,40.70604531512811,0.0,0.0,1.0,1.0,0.035302265756405694
test/namibia_uebn_20160713_41580,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20160713_5580,33.26539555271525,0.08848383715208745,0.8303911665517595,0.0,0.0,0.7443947739319158
test/namibia_uebn_20160713_9180,79.97737078918277,0.666357248480793,1.0,0.4929874706744118,1.0,0.8395238203039345
test/namibia_uebn_20161112_12780,48.90143887588177,0.42124868731300513,0.5049444202312897,0.36698318804483226,0.5094825445372444,0.642413103667717
test/namibia_uebn_20161112_16380,50.096362863188425,0.4349970335212104,0.6234270159268375,0.5455076352110502,0.0,0.9008864585003236
test/namibia_uebn_20161112_1980,37.018043522498154,0.33344860046491037,0.3607070657265418,0.3768636827437058,0.0,0.7798828271897496
test/namibia_uebn_20161112_19980,32.26027466500221,0.11144435879331216,0.0,0.0,1.0,0.5015693744567983
test/namibia_uebn_20161112_23580,45.88809846683333,0.0,0.5424483579939807,0.4652064401422361,0.48211876185741726,0.8046313633480323
test/namibia_uebn_20161112_27180,17.896360194932964,0.0,0.14008953380673025,0.25343514390532806,0.0,0.5012933320345899
test/namibia_uebn_20161112_30780,55.01343958008824,0.0,0.7766197183098594,0.7762650157334178,0.3551888111888113,0.8425984337723236
test/namibia_uebn_20161112_34380,6.553579038461564,0.0,0.07467089494450402,0.0,0.0,0.2530080569785742
test/namibia_uebn_20161112_37980,51.538014852797346,0.08240353895305978,1.0,0.7520393340037992,0.0,0.7424578696830084
test/namibia_uebn_20161112_41580,33.331568111967336,0.0,0.0,0.3568541967719045,0.5779099288186436,0.7318142800078186
test/namibia_uebn_20161112_45180,77.75966842576032,1.0,0.9265644032454528,1.0,0.0,0.961419018042563
test/namibia_uebn_20161112_52380,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20161112_5580,46.5547927885334,0.0,1.0,0.5649590599744797,0.0,0.7627805794521899
test/namibia_uebn_20161112_9180,42.905160654185906,0.0,1.0,0.4653600383906244,0.0,0.679897994318671
test/namibia_uebn_20161113_12780,39.924354009344086,0.5579995214412339,0.4233781883912428,0.25880875907477424,0.0,0.7560312315599532
test/namibia_uebn_20161113_16380,46.503444643139204,0.032290084552184295,0.6842240238535683,0.755940280686947,0.0,0.8527178430642607
test/namibia_uebn_20161113_1980,25.307961471666356,0.0,0.6236697400367598,0.0,0.0,0.6417283335465581
test/namibia_uebn_20161113_19980,50.99635917632542,0.055340949563025627,0.5950135617634887,1.0,0.3391197172641147,0.560343730225642
test/namibia_uebn_20161113_23580,72.92485186577805,0.0,0.7122369267759779,1.0,1.0,0.9340056665129243
test/namibia_uebn_20161113_27180,26.847667514018454,0.0,0.2145712001827124,0.0,1.0,0.1278121755182101
test/namibia_uebn_20161113_30780,31.675759468568526,0.3107636584302051,0.33556507228019344,0.0,0.30866218100260656,0.6287970617154213
test/namibia_uebn_20161113_34380,48.33185634790765,0.0,0.8972491181790017,0.1473865109301953,0.6687594862635858,0.7031977020226
test/namibia_uebn_20161113_37980,69.85987658087815,1.0,0.5865596091533336,1.0,0.16072184727660538,0.745712372613969
test/namibia_uebn_20161113_41580,33.21862044641075,0.0,0.0,0.7885283694043986,0.0,0.8724026529161389
test/namibia_uebn_20161113_52380,40.0,0.0,1.0,0.0,1.0,0.0
test/namibia_uebn_20161113_5580,40.0,0.0,1.0,0.0,1.0,0.0
test/namibia_uebn_20161113_55980,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20161113_9180,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20161114_12780,45.96594629130209,0.0,1.0,0.6529228413627167,0.0,0.645374473202388
test/namibia_uebn_20161114_16380,24.221245781201763,0.0,0.5966480510664508,0.0,0.0,0.6144142379936374
test/namibia_uebn_20161114_1980,25.97777906373962,0.10151945232927088,0.5633866720680576,0.0,0.0,0.6339828287896525
test/namibia_uebn_20161114_19980,36.25382164900959,0.0,0.0,0.9167123716994435,0.43609007391869975,0.459888636832336
test/namibia_uebn_20161114_23580,53.64767939020564,0.0,0.7006259717977583,1.0,0.19141073021536897,0.7903472674971549
test/namibia_uebn_20161114_27180,40.0,1.0,1.0,0.0,0.0,0.0
test/namibia_uebn_20161114_30780,47.58033098721041,0.3348144964507542,0.6490713587487782,0.4264783548487203,0.10491613230445967,0.8637362070078078
test/namibia_uebn_20161114_34380,60.0,0.0,1.0,1.0,1.0,0.0
test/namibia_uebn_20161114_37980,40.0,0.0,1.0,0.0,1.0,0.0
test/namibia_uebn_20161114_45180,20.0,0.0,1.0,0.0,0.0,0.0
test/namibia_uebn_20161114_48780,60.0,0.0,1.0,1.0,1.0,0.0
test/namibia_uebn_20161114_52380,40.0,1.0,1.0,0.0,0.0,0.0
test/namibia_uebn_20161114_5580,40.11118679226722,0.47425630237420574,0.693643839064244,0.0,0.0,0.8376591981749111
test/namibia_uebn_20161114_9180,47.082788739486965,0.4065585885178514,0.7892846660287353,0.3581440080722719,0.0,0.8001521743554898
test/namibia_uebn_20170308_12780,27.026681115267483,0.0,0.6911933980937298,0.0,0.0,0.6601406576696444
test/namibia_uebn_20170308_16380,38.54761444452031,0.0,0.6692782576552622,0.5093621179615626,0.0,0.7487403466091906
test/namibia_uebn_20170308_1980,29.007324315041018,0.0,0.38446770525080115,0.36751435602953253,0.0,0.6983841544717172
test/namibia_uebn_20170308_19980,33.270158999972196,0.0,0.4966805251716755,0.595568496094859,0.0,0.571258928732075
test/namibia_uebn_20170308_23580,45.526740846667025,0.29736806667364934,0.7259929006243084,0.42928726348066554,0.0,0.823688811554728
test/namibia_uebn_20170308_27180,46.716992871453044,0.4536193462433901,0.5696562419229777,0.5456025687739102,0.0,0.7669714866323744
test/namibia_uebn_20170308_30780,26.782107206295713,0.1714542870255268,0.45943215572744683,0.0,0.0,0.7082189175618121
test/namibia_uebn_20170308_34380,77.68469479884182,1.0,0.0,1.0,0.9484590163934418,0.9357757235486489
test/namibia_uebn_20170308_37980,38.691444399897115,0.12159500033965101,0.8126860900538853,0.14003244250440994,0.0,0.8602586870969094
test/namibia_uebn_20170308_41580,32.36287576493109,0.29041131077884746,0.2739321663665618,0.13126942358732402,0.0,0.9225308875138213
test/namibia_uebn_20170308_45180,48.00847785087434,0.0,0.5874698153472984,0.9014103519717342,0.0,0.9115437252246847
test/namibia_uebn_20170308_48780,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20170308_52380,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20170308_5580,24.801672909590973,0.0,0.0,0.6770598078030853,0.0,0.5630238376764636
test/namibia_uebn_20170308_9180,34.03913612189753,0.0277728254194648,0.20263793333576002,0.7321009577100134,0.0,0.7394450896296383
test/namibia_uebn_20170309_103080,40.0,1.0,1.0,0.0,0.0,0.0
test/namibia_uebn_20170309_106680,40.0,1.0,1.0,0.0,0.0,0.0
test/namibia_uebn_20170309_12780,27.6098678114195,0.0,0.6786536923326737,0.0,0.0,0.7018396982383015
test/namibia_uebn_20170309_16380,48.12363521754156,0.38063497631994375,0.6527705038231908,0.5622424699669196,0.0,0.8105338107670237
test/namibia_uebn_20170309_1980,25.767391064288798,0.0,0.3022329724786883,0.3868907232704403,0.0,0.5992458574653114
test/namibia_uebn_20170309_19980,43.715730048122346,0.0,0.6350469720011324,0.5668190831049665,0.3403698900661324,0.643550557233886
test/namibia_uebn_20170309_23580,43.91543880347409,0.31086300543150236,0.7452823105645112,0.3354175188453214,0.0,0.8042091053323696
test/namibia_uebn_20170309_27180,58.952757595961394,0.4222399329992304,0.616180260500105,0.6057084429592122,0.5192035222961958,0.7843057210433263
test/namibia_uebn_20170309_30780,24.047787429531457,0.14631300142029116,0.33984694056344644,0.0,0.0,0.7162294294928352
test/namibia_uebn_20170309_34380,76.01511555672047,1.0,0.0,1.0,0.9028849978074426,0.8978707800285816
test/namibia_uebn_20170309_37980,37.22747612054832,0.10655649875584881,0.8128844331952321,0.06354091427733981,0.0,0.878391959798995
test/namibia_uebn_20170309_41580,30.679365363894757,0.32555036335056486,0.24547509640814988,0.05629424765686846,0.0,0.9066485607791546
test/namibia_uebn_20170309_45180,47.54856233834883,0.0,0.5682103907519647,0.8921772008392913,0.0,0.9170405253261859
test/namibia_uebn_20170309_48780,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20170309_52380,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20170309_5580,40.472313321268444,0.0,0.0,0.6825196053630154,0.626264777931622,0.7148312827687846
test/namibia_uebn_20170309_56280,67.76765518787343,0.0,1.0,0.6396746769285352,1.0,0.7487080824651361
test/namibia_uebn_20170309_59880,23.086011189259832,0.03366891126075041,0.43948917489773537,0.0,0.2527788106294933,0.42836366267501236
test/namibia_uebn_20170309_63480,49.19975456690433,0.4993771458086469,0.4154902048741723,0.7256230048234686,0.0,0.8194973728389289
test/namibia_uebn_20170309_67080,47.58731158104932,0.0,1.0,0.6901916085290365,0.0,0.6891739705234293
test/namibia_uebn_20170309_70680,46.16770154941266,0.0345502161360552,0.6648157242456701,0.48666476315896806,0.37426876408210474,0.7480856098478346
test/namibia_uebn_20170309_74280,60.97608610043541,0.361332240296475,0.339862197104591,0.6061092274158392,1.0,0.7415006402048653
test/namibia_uebn_20170309_77880,46.95165953873047,0.34334742921184563,0.0,0.5546989379257818,0.6686551397368385,0.7808814700620571
test/namibia_uebn_20170309_81480,50.493752541807304,0.4758184698887789,0.3565422883049179,0.19286157666045928,0.7230393387707122,0.776425953465497
test/namibia_uebn_20170309_85080,33.67217235407506,0.42524274565299736,0.0,0.26857153911630355,0.40184507978723394,0.5879492531472182
test/namibia_uebn_20170309_88680,57.181242875344665,0.10435858293414745,1.0,0.23732583929499862,1.0,0.5173777215380869
test/namibia_uebn_20170309_9180,50.65626131159093,0.14965313447221826,0.2669949478800281,0.6474336137677785,0.7715405948168682,0.6971907746426537
test/namibia_uebn_20170309_92280,34.95709789048653,0.38063497123646983,0.38067895002524,0.0,0.16475296583924934,0.8217880074233671
test/namibia_uebn_20170309_99480,51.97588682206404,0.0,0.6840176038663129,0.9759047845134557,0.0,0.9388719527234335
test/namibia_uebn_20170310_12780,44.16662277723041,0.20440315087861044,0.8030756054181892,0.0,0.32774181785030276,0.8731105647144181
test/namibia_uebn_20170310_16380,43.30314347119341,0.0,0.5530053976360508,0.8289704978221903,0.0,0.7831812781014295
test/namibia_uebn_20170310_1980,45.388260169321036,0.0048819998446633026,0.0,0.6866801140710852,0.7183548205005097,0.8594960740497937
test/namibia_uebn_20170310_19980,32.00492074462954,0.2840853994950915,0.5693808916119666,0.0,0.0,0.7467797461244189
test/namibia_uebn_20170310_23580,64.20787295076121,0.6205924205784524,0.7582155963066884,1.0,0.0,0.83158563065292
test/namibia_uebn_20170310_27180,64.28527579710398,0.4594426468248036,0.2587857065769969,0.6240382756863536,1.0,0.8719971607670447
test/namibia_uebn_20170310_30780,36.7992640123133,0.3080328459718239,0.46045521954993895,0.2757403758491898,0.0,0.7957347592447126
test/namibia_uebn_20170310_34380,37.341439170239276,0.41700664775198243,0.3663003225064041,0.30065063136179154,0.0,0.7831143568917858
test/namibia_uebn_20170310_37980,30.751223449766517,0.37578564881498006,0.1281625290739073,0.4265795092121585,0.0,0.6070334853872802
test/namibia_uebn_20170310_41580,60.0,1.0,1.0,1.0,0.0,0.0
test/namibia_uebn_20170310_45180,31.888436387534195,0.0,0.17259530854667868,1.0,0.0,0.42182651083003125
test/namibia_uebn_20170310_5580,48.47658315453871,0.2298676462234673,0.6464425775429413,0.38173035849242626,0.45958039615047247,0.7062081793176284
test/namibia_uebn_20170310_9180,58.27768756220498,0.5666742658539836,0.0,0.45825089871275737,1.0,0.8889592135435083
test/lena_lyon_Frugo_10h10,18.207599250305766,0.0,0.07825942298222033,0.42707946981084394,0.0,0.40504106972222403
test/lena_lyon_Frugo_10h15,13.075945511005887,0.0,0.07538559513058198,0.31150860856779694,0.0,0.26690307185191553
test/lena_lyon_Frugo_12h00,40.62217256049524,0.0,0.030455868444111522,0.6230861839600568,1.0,0.37756657562059315
test/lena_lyon_Frugo_12h05,24.119431270782794,0.0,0.0,0.0849793767558795,1.0,0.12099218678326026
test/lena_lyon_Frugo_16h25,33.077448628006955,0.0,0.0,0.7573213115412891,0.18118601506664103,0.7153651047924174
test/lena_lyon_Frugo_16h30,27.245874450760223,0.0,0.04238141886238996,0.6434343746467501,0.0,0.676477929028871
test/lena_lyon_Frugo_18h25,44.41223150531911,0.0,0.0,0.5970169077313375,1.0,0.6235946675346182
test/lena_lyon_Frugo_18h30,30.407279360273797,0.0,0.0,0.7535651143246134,0.0,0.7667988536890766
test/lena_lyon_Frugo_7h25,20.923893480562672,0.0,0.0,0.5396349564848125,0.0,0.506559717543321
test/lena_lyon_Frugo_7h30,48.27777454625048,0.0,0.0,0.7084328212298777,1.0,0.7054559060826459
test/lena_lyon_Frugo_8h20,48.85632070956582,0.0,0.0,0.7135108717339705,1.0,0.7293051637443204
test/lena_lyon_Frugo_8h25,47.5266049418816,0.0,0.0,0.7212501179455459,1.0,0.6550801291485341
test/lena_lyon_GLeon_10h45,49.99324202871133,1.0,0.0,0.7951090461587056,0.0,0.7045530552768609
test/lena_lyon_GLeon_10h50,18.51604437692661,0.0,0.0,0.48911137732151777,0.0,0.4366908415248128
test/lena_lyon_GLeon_13h50,41.01490792401981,0.0,1.0,0.5385797606121965,0.0,0.5121656355887939
test/lena_lyon_GLeon_13h55,28.371979352754828,0.0,0.0,0.7212455879700795,0.0,0.6973533796676619
test/lena_lyon_GLeon_14h35,12.054408889721135,0.0,0.0,0.3304926546814241,0.0,0.27222778980463275
test/lena_lyon_GLeon_14h40,39.94292590773668,0.0,0.0,0.5053576993455696,1.0,0.49178859604126474
test/lena_lyon_GLeon_16h55,74.06358670368881,1.0,1.0,0.37891543574969794,1.0,0.32426389943474304
test/lena_lyon_GLeon_17h00,18.228658319192576,0.0,0.0,0.4862343324250685,0.0,0.4251985835345602
test/lena_lyon_GLeon_18h35,25.845233102121384,0.0,0.0,0.6720620813291851,0.0,0.6201995737768843
test/lena_lyon_GLeon_18h40,15.511269198709723,0.0,0.0,0.4141727013984578,0.0,0.3613907585370283
test/lena_lyon_GLeon_8h05,59.41919302796398,0.0,1.0,0.499296185074517,1.0,0.4716634663236821
test/lena_lyon_GLeon_8h,26.715719105378327,0.0,0.0,0.6964721254320536,0.0,0.6393138298368628
test/aclew_starter_CAS_0643_02_01_25764,36.376771066209926,0.4326935413512598,0.380571109599316,0.33874377907166037,0.0,0.6668301232882599
test/aclew_starter_CAS_2625_32_01_11145,38.400790613480254,0.6140421951447538,0.26093419472871643,0.4925526761927834,0.0,0.5525104646077591
test/aclew_starter_ROS_8340_17_01_03600,44.394049482239325,0.0,0.6396459757398553,0.6864715853637671,0.0,0.8935849130083442
test/aclew_starter_ROW_0049_23_05_13543,55.826897810573264,0.0,0.7916388946557528,0.7969791001186443,0.36583652618135376,0.8368903695729123
test/aclew_starter_SOD_8560_10_01_30182,46.15667806471617,0.0,0.6880646991885855,0.5011702517235345,0.22874209416725,0.8898568581564384
TOTAL,61.27947411706076,0.2736740228961797,0.8311243295369557,0.7606064277575987,0.3074250189327401,0.8911439067295637
